id,name,salary_from,salary_to,salary_currency,salary_avg,employer_name,employer_url,experience,employment,schedule,requirement,responsibility,published_at,url
132248480,AQA Python (СберОС),,,,,СБЕР,https://api.hh.ru/employers/3529,От 3 до 6 лет,,,"Git (rebase, cherry-pick, разрешение конфликтов). Опыт с PyAutoGUI / python-xlib, Xdotool / ydotool или аналоги. Docker/Podman, виртуализация (QEMU/KVM). ","<highlighttext>Разработка</highlighttext> и поддержка фреймворка автотестов на <highlighttext>Python</highlighttext> + pytest. Автоматизация GUI-сценариев для Linux desktop (клики, ввод, проверка окон и...",2026-04-17T16:50:41+0300,https://hh.ru/vacancy/132248480
131585867,Middle Python разработчик,,200000.0,RUR,200000.0,amoCRM,https://api.hh.ru/employers/999442,От 1 года до 3 лет,,,"Релевантный опыт backend-python разработчиком не менее 1,5 лет. Умение работы с системами сбора и хранения логов. ",Написание автоматизации для решения инцидентов в highload проекте. Работа с бекапами. Автоматизация работы отделов. Осуществлять Code-review других <highlighttext>разработчиков</highlighttext>. ,2026-04-16T16:27:09+0300,https://hh.ru/vacancy/131585867
131796294,Backend developer (Senior),250000.0,300000.0,RUR,275000.0,"Hello, Doc!",https://api.hh.ru/employers/4744797,Более 6 лет,,,Опыт работы с системами контроля версий (git). Опыт разработки бекенда на Python не менее 4х лет. Опыт работы с...,"<highlighttext>Разработка</highlighttext> нового функционала и поддержка старого в рамках своей команды. Отвечать за качество: покрывать код unittest, codereview, разбирать ошибки, troubleshooting. ",2026-04-17T18:11:39+0300,https://hh.ru/vacancy/131796294
132252472,Python/AI Engineer (GenAI),,,,,СБЕР,https://api.hh.ru/employers/3529,Более 6 лет,,,"Опыт. 3+ лет коммерческой разработки на Python с продакшн‑деплоем. Опыт разработки AI/LLM решений: RAG, AI‑агенты (мультиагентные...","Backend и производительность. <highlighttext>Разработка</highlighttext> и поддержка backend‑приложений на <highlighttext>Python</highlighttext> (FastAPI / Django / Flask). Оптимизация производительности сервисов (профилирование, кэширование, асинхронность). ",2026-04-17T19:16:40+0300,https://hh.ru/vacancy/132252472
132248435,Разработчик алгоритмов цифрового зрения на C++ и Python,100000.0,160000.0,RUR,130000.0,NVI Solutions LLC,https://api.hh.ru/employers/3891965,От 1 года до 3 лет,,,...Python: от 1 года либо pet-проект. Опыт работы с библиотекой OpenCV на C++. Знание docker. Понимание классического процесса разработки...,Внедрение обученных нейросетей в систему цифрового зрения. <highlighttext>Разработка</highlighttext> и ускорение алгоритмов цифрового зрения на C++ и <highlighttext>Python</highlighttext>. Профилирование работы системы...,2026-04-17T16:49:13+0300,https://hh.ru/vacancy/132248435
132196958,Разработчик Java/Python,,250000.0,RUR,250000.0,Bell Integrator,https://api.hh.ru/employers/6189,От 3 до 6 лет,,,Опыт в IT-разработке не ниже Middle. Знание Java и Python (для Python желательно владение специфичными инструментами - Pandas и др. ,,2026-04-16T11:50:00+0300,https://hh.ru/vacancy/132196958
132176906,Python-разработчик,,,,,Aston,https://api.hh.ru/employers/6093775,От 3 до 6 лет,,,опыт работы в роли Python Developer от 3-х лет. - наличие высшего технического образования. - уверенное знание Python 3.7+ . - ,"взаимодействовать с аналитиками, тестировщиками и фронтенд‑<highlighttext>разработчиками</highlighttext> на всех этапах <highlighttext>разработки</highlighttext>. - участвовать в подготовке и выпуске релизов, взаимодействовать со смежными...",2026-04-15T17:47:38+0300,https://hh.ru/vacancy/132176906
131383237,"Senior/Lead Python разработчик (AI, ML сервисы)",,,,,Клауд Солюшенс,https://api.hh.ru/employers/5807475,Более 6 лет,,,"Оконченное высшее образование в области информатики, математики, физики или смежных дисциплин. Опыт коммерческой разработки на Python (3.10 и выше...","<highlighttext>Разработка</highlighttext> архитектуры приложений, обеспечивающей масштабируемость, надежность и высокую производительность. Написание чистого, поддерживаемого и хорошо документированного кода на <highlighttext>Python</highlighttext>. ",2026-04-17T11:49:10+0300,https://hh.ru/vacancy/131383237
131866744,Python-разработчик,,,,,Газпромбанк,https://api.hh.ru/employers/3388,От 3 до 6 лет,,,"Опыт коммерческой разработки на Python 3.11+ от 3 лет. Опыт работы FastAPI, опыт построения RESTful API. ",<highlighttext>Разработка</highlighttext> и поддержка бэкенд-сервисов на <highlighttext>Python</highlighttext> для работы DataScience платформы. <highlighttext>Разработка</highlighttext> и поддержка генератора синтетических данных для последующего обучения...,2026-04-15T17:15:25+0300,https://hh.ru/vacancy/131866744
127028261,Senior Программист C,,,,,AERODISK,https://api.hh.ru/employers/2723603,Более 6 лет,,,Коммерческий опыт работы от 5 лет. Опыт системного программирования на C. Опыт системного программирования в одном из вариантов Linux/UNIX...,<highlighttext>Разработка</highlighttext> системного программного обеспечения: гибридная СХД; scale-out СХД c поддержкой серверной виртуализации; система мониторинга; внутренние инструменты <highlighttext>разработки</highlighttext>. <highlighttext>Разработка</highlighttext> уровня...,2026-04-18T10:06:47+0300,https://hh.ru/vacancy/127028261
131990661,Python Backend Developer,,,,,НССД,https://api.hh.ru/employers/5715926,От 3 до 6 лет,,,Высшее техническое образование. Опыт backend‑разработки от 3 лет (Python — FastAPI / Django). Архитектурное мышление: умение разложить бизнес‑задачу на технические...,"Развёртывание и настройка серверной инфраструктуры (Linux, Docker). Проектирование и обслуживание баз данных (PostgreSQL). <highlighttext>Разработка</highlighttext> и поддержка backend‑сервисов: API, очереди...",2026-04-15T13:57:27+0300,https://hh.ru/vacancy/131990661
132166224,Middle Python Developer,,,,,СБЕР,https://api.hh.ru/employers/3529,От 3 до 6 лет,,,"Уверенное владение Python 3.10+: asyncio, type hints, pydantic, pytest. Практический опыт работы с LLM API — OpenAI, Anthropic, GigaChain...","Разрабатывать и настраивать LLM-агентов: мультишаговые цепочки, tool use, управление памятью и состоянием. Строить RAG-пайплайны и подключать векторные БД...",2026-04-15T13:58:20+0300,https://hh.ru/vacancy/132166224
132245357,QA automation engineer (Python),,,,,АЙТИБАЛТИК,https://api.hh.ru/employers/5575282,От 3 до 6 лет,,,"Опыт работы в командах разработки от 3-х лет. 2. Опыт написания API автотестов на Python (Selenium, Pytest, Behave). 3. ",8. Понимать как устроена работа в кроссфункциональных командах <highlighttext>разработки</highlighttext>. - Возможность выбора перехода от проекта к проекту и перемещение между заказчиками.,2026-04-17T15:50:07+0300,https://hh.ru/vacancy/132245357
131263419,Python-разработчик,,,,,Bell Integrator Регионы,https://api.hh.ru/employers/10569584,От 3 до 6 лет,,,Опыт в построении ETL. Уверенные знания Python и опыт разработки с использованием pySpark. Опыт работы с python data фреймворками (Pandas...,Обязанности: Проектирование и реализация высоконагруженных распределённых решений на основе Apache Spark. <highlighttext>Разработка</highlighttext> batch и streaming ETL-процессов. Поддержка архитектуры корпоративных...,2026-04-15T14:36:17+0300,https://hh.ru/vacancy/131263419
132116886,Python Developer,,,,,Aston,https://api.hh.ru/employers/6093775,От 3 до 6 лет,,,Опыт разработки асинхронных приложений на Python. Понимание жизненного цикла разработки приложений в контексте Agile. Опыт разработки агентных систем с помощью...,"...всех этапах <highlighttext>разработки</highlighttext>. Участвовать в подготовке и выпуске релизов, взаимодействовать со смежными подразделениями. Документировать свою работу и наставлять джуниор-<highlighttext>разработчиков</highlighttext>.",2026-04-14T12:06:10+0300,https://hh.ru/vacancy/132116886
132084413,Backend-разработчик (Python / Django),,70000.0,RUR,70000.0,Клинкар,https://api.hh.ru/employers/4467470,От 3 до 6 лет,,,Опыт работы с Python и Django от 3 лет. Опыт работы с Django REST Framework (DRF). Знание реляционных баз данных...,"Внедрение новых API-интеграций с партнёрами. <highlighttext>Разработка</highlighttext> и поддержка сервисного слоя API. Оптимизация, рефакторинг и повышение производительности. Оптимизация запросов к...",2026-04-16T14:43:22+0300,https://hh.ru/vacancy/132084413
132150630,Python-разработчик,,230000.0,RUR,230000.0,BLS-Soft,https://api.hh.ru/employers/9199261,От 3 до 6 лет,,,"Уверенный Python: ООП, паттерны, аккуратная архитектура модулей. Коммерческий опыт backend-разработки от 4 лет. Практический опыт с FastAPI. ","Оценивать задачи, декомпозировать, предлагать технические решения и компромиссы. Плотно взаимодействовать с frontend-<highlighttext>разработчиками</highlighttext>, тестировщиками и аналитиками. Участвовать в проектировании архитектуры...",2026-04-15T09:29:57+0300,https://hh.ru/vacancy/132150630
131389812,Старший Python разработчик (кибербезопасность),,,,,BI.ZONE,https://api.hh.ru/employers/2367681,От 3 до 6 лет,,,"Опыт разработки на стеке Python >3.10. Опыт написания асинхронного кода. Знание основных шаблонов проектирования, структур данных и алгоритмов, умение...",<highlighttext>Разработкой</highlighttext> внутренних сервисов и утилит в компании. Проведением ревью кода. Планированием технических roadmap и распределением задач на <highlighttext>разработчиков</highlighttext>. ,2026-04-16T13:28:53+0300,https://hh.ru/vacancy/131389812
132198146,Python Developer (AI-агенты и LegalTech),,,,,СБЕР,https://api.hh.ru/employers/3529,От 3 до 6 лет,,,"Опыт коммерческой разработки на Python 3+ от 3 лет. Глубокое понимание асинхронного программирования, многопоточности и очередей сообщений. ","...<highlighttext>разработка</highlighttext> внутренних сервисов общения между агентами. Подключение векторных и поисковых движков (OpenSearch, Qdrant) для семантического поиска в юридических документах. <highlighttext>Разработка</highlighttext>...",2026-04-16T12:08:00+0300,https://hh.ru/vacancy/132198146
132201654,Backend-разработчик (Python/Go),,,,,АКРИХИН,https://api.hh.ru/employers/2371,От 1 года до 3 лет,,,"Опыт разработки, отладки, профилирования (в том числе легаси) на одном или нескольких языках: Golang/Python. Опыт коммерческой и командной разработки...",...существующих сервисов <highlighttext>Python</highlighttext> на Go. Покрывать код unit-тестами и документировать изменения. Активно участвовать в жизненном цикле <highlighttext>разработки</highlighttext> продукта. ,2026-04-16T13:09:38+0300,https://hh.ru/vacancy/132201654
131496973,Программист,170000.0,,RUR,170000.0,Рентген-Комплект,https://api.hh.ru/employers/9261591,От 1 года до 3 лет,,,"Документирования программных разработок. Использование различных инструментов отладки программ. Понимаете принципы разработки ПО, умеете создавать понятный, хорошо структурированный код. ",Отладка и тестирование программных модулей. Участие в <highlighttext>разработке</highlighttext> ПО для микроконтроллеров. Изучение и адаптация чужих кодов. Отладка ПО. ,2026-04-17T10:45:03+0300,https://hh.ru/vacancy/131496973
132215993,Middle/Senior Python разработчик ( Billing),,,,,EdgeЦентр,https://api.hh.ru/employers/6113620,От 3 до 6 лет,,,"Минимум 3 года опыта разработки на Python над продуктами с высокой нагрузкой. Глубокое понимание SQL, умение оптимизировать запросы. ",Разрабатывать и поддерживать бэкэнд-часть совместно с командой. Оптимизировать работу сервисов биллинга под нагрузкой. Работать с востребованными технологиями и инструментами...,2026-04-16T18:33:08+0300,https://hh.ru/vacancy/132215993
131423188,QA Python Automation Engineer,,,,,Marfatech,https://api.hh.ru/employers/5550364,От 3 до 6 лет,,,"Опыт разработки автотестов для UI (python, pytest, selenium). Опыт разработки автотестов для API (python, pytest, requests). Опыт администрирования bare metal...","Поддержка автотестов (6000+ api, 600+ ui). <highlighttext>Разработка</highlighttext> пайплайнов для CI (Jenkins, Gitlab CI). Участие в проектировании инфраструктуры. ",2026-04-17T10:35:19+0300,https://hh.ru/vacancy/131423188
92354865,Middle PHP Developer,200000.0,,RUR,200000.0,Perfect Panel,https://api.hh.ru/employers/2598384,От 1 года до 3 лет,,,Опыт коммерческой разработки от 2х лет. Уверенное владение PHP и одним из современных фреймворков. Опыт работы с Yii2...,"<highlighttext>Разработка</highlighttext> функций (фич): бизнес-логики, внутренних алгоритмов, обработки больших объемов данных, оптимизации производительности. Поддержка уже существующих функций (мы активно развиваемся...",2026-04-17T09:28:29+0300,https://hh.ru/vacancy/92354865
131070122,PHP-разработчик (middle/senior),200000.0,,RUR,200000.0,Школа рекламы,https://api.hh.ru/employers/4549753,От 3 до 6 лет,,,,На фоне клиентского интереса мы запускаем продукт для продвижения в Google и собираем команду инженеров. В основе продукта лежит технология...,2026-04-18T10:03:08+0300,https://hh.ru/vacancy/131070122
131813158,Программист Питон - Backend Developer Python,,,,,РетнНет,https://api.hh.ru/employers/578953,От 1 года до 3 лет,,,"Опыт коммерческой разработки на Python минимум 3 года. Опыт командной разработки с применением Agile методологии или процессных фремворков (Scrum, kanban...","Внутреннее внедрение CRM системы в качестве <highlighttext>разработчика</highlighttext>. <highlighttext>Разработка</highlighttext>, доработка и создание интеграционных модулей в рамках CRM-системы. Оптимизация бизнес-процессов...",2026-04-15T11:36:25+0300,https://hh.ru/vacancy/131813158
131885851,Middle Python-разработчик,,,,,amoCRM,https://api.hh.ru/employers/999442,От 1 года до 3 лет,,,"Имеешь коммерческий опыт от 1.5-х лет на Python. Имеешь опыт работы с AI-продуктами. Работал с Docker, k...","Разрабатывать и поддерживать production-ready код на <highlighttext>Python</highlighttext>. Работать с LangChain, интеграциями и инфраструктурой (Docker, k8s, ci/cd). ",2026-04-15T17:46:36+0300,https://hh.ru/vacancy/131885851
132064349,"Python разработчик (FastAPI) Middle+, Senior",200000.0,250000.0,RUR,225000.0,Компэл,https://api.hh.ru/employers/247,От 3 до 6 лет,,,...4 года) разработки на Python. Опыт развития ETL-процессов и улучшения устойчивости системы. Опыт применения современных практик разработки: TDD для...,"В нашей команде есть системные архитекторы, аналитики, backend- и frontend-<highlighttext>разработчики</highlighttext>, тестировщики, DevOps инженеры, менеджеры проектов и позитивные заказчики. ",2026-04-16T13:47:15+0300,https://hh.ru/vacancy/132064349
131952022,Lead Backend Developer (PHP),,,,,Платформа Трим,https://api.hh.ru/employers/10553941,Более 6 лет,,,"Опыт внедрения микросервисной или event-driven архитектуры. Опыт выстраивания процессов разработки (CI/CD, quality gates). Опыт работы с медиасервисами или...",Технологическое лидерство backend-направления: формирование стандартов <highlighttext>разработки</highlighttext> и best practices. Проектирование и развитие архитектуры высоконагруженного видеосервиса. Управление командой backend-<highlighttext>разработчиков</highlighttext>...,2026-04-17T13:10:14+0300,https://hh.ru/vacancy/131952022
131949393,Senior Backend Developer (PHP),,,,,Платформа Трим,https://api.hh.ru/employers/10553941,Более 6 лет,,,Высшее техническое образование. Отличное знание PHP 8.1 . Опыт работы от 3-х лет. Понимание алгоритмов и структур данных. ,Живое взаимодействие с командой. Быстрый обмен идеями и обратной связью. Оперативное решение задач. Что делает процесс <highlighttext>разработки</highlighttext> динамичным и увлекательным.,2026-04-17T12:18:19+0300,https://hh.ru/vacancy/131949393
132133224,Python developer (middle),,185000.0,RUR,185000.0,CORE,https://api.hh.ru/employers/1664868,От 3 до 6 лет,,,"Имеете опыт использования docker, k8s, prometheus, grafana, sentry. Знакомы с микросервисной архитектурой и умеете проектировать новые сервисы с...","Реализовывать высоконагруженные и производительные сервисы на <highlighttext>Python</highlighttext>. Участвовать в проектировании архитектуры, выработке решений по отказоустойчивости и производительности. Интегрироваться с партнерами...",2026-04-14T16:16:00+0300,https://hh.ru/vacancy/132133224
131904863,AI-разработчик (Python) Junior / Middle,,,,,Social Media Holding,https://api.hh.ru/employers/1669941,От 1 года до 3 лет,,,"2) Сильный backend-разработчик, готовый работать в AI-first. — 1+ года Python в production, уверенное понимание backend-архитектуры. — ","...раньше выполнялись вручную. — работать автономно: задача → декомпозиция → реализация → деплой → мониторинг. Ежедневную работу над реальными backend-проектами на <highlighttext>Python</highlighttext>, GO, PHP.",2026-04-16T11:08:51+0300,https://hh.ru/vacancy/131904863
132165571,Стажер-разработчик Python,,,,,Цитадель,https://api.hh.ru/employers/3707941,От 1 года до 3 лет,,,"Являешься в том числе студентом 3-4 курса бакалавриата, 1-2 курса магистратуры. Начальный опыт в Frontend (Vue, React), Backend...",<highlighttext>Разработка</highlighttext> Fullstack веб-приложения. Проектирование базы данных с помощью Django/SQLAlchemy. Покрытие кода unit-тестами. Написание документации по новым фичам...,2026-04-15T13:43:34+0300,https://hh.ru/vacancy/132165571
132165538,Стажер-разработчик Python,,,,,Цитадель,https://api.hh.ru/employers/3707941,От 1 года до 3 лет,,,"Являешься студентом 3-4 курса бакалавриата, 1-2 курса магистратуры или молодым специалистом 2023-2025 года выпуска. Начальный опыт в...",<highlighttext>Разработка</highlighttext> Fullstack веб-приложения. Проектирование базы данных с помощью Django/SQLAlchemy. Покрытие кода unit-тестами. Написание документации по новым фичам...,2026-04-15T13:43:09+0300,https://hh.ru/vacancy/132165538
131885864,Ведущий Python-разработчик,,,,,Лига Цифровой Экономики,https://api.hh.ru/employers/2733062,Более 6 лет,,,Опыт разработки Backend приложений (Python 3.>) от 5 лет. Уверенное владение базовыми архитектурными паттернами. Понимание асинхронной парадигмы программирования. ,"Проектировать и разрабатывать интеграционные системы на базе микросервисной архитектуры. Внедрять новые технологии, инструменты и методы <highlighttext>разработки</highlighttext>. Взаимодействовать с командой, поиск...",2026-04-15T13:10:16+0300,https://hh.ru/vacancy/131885864
132040136,AQA - автотестировщик ( Python),,200000.0,RUR,200000.0,Матчинг Гэлэкси,https://api.hh.ru/employers/5983826,От 3 до 6 лет,,,Опыт коммерческой работы в области тестирования ПО от 2 лет (уровень Middle). Уверенное знание Python и опыт применения его для...,"<highlighttext>Разработкой</highlighttext> и поддержкой тестовой документации: планов тестирования, тест-кейсов, чек-листов и матриц соответствия требований. <highlighttext>Разработкой</highlighttext>, поддержкой и выполнением автоматизированных...",2026-04-16T20:05:21+0300,https://hh.ru/vacancy/132040136
132157115,Python разработчик (Подписка),,,,,Литрес,https://api.hh.ru/employers/745654,От 3 до 6 лет,,,"Наши ожидания: Владение асинхронным Python и современным фреймворком веб-разработки на его основе (fastapi, aiohttp). Опыт разработки и проектирования функционала...","Наша команда работает над привлечением новых пользователей в подписные продукты и удержанием старых – вместе мы экспериментируем с тарифами, разрабатываем системы...",2026-04-15T11:11:58+0300,https://hh.ru/vacancy/132157115
