id,name,employer,city,salary_from,salary_to,currency,experience,employment,schedule,published_at,url,requirement,description
131685556,Программист микроконтроллеров,Кибертех-Сигнал,Москва,,,,,,,2026-04-18T10:13:47+0300,https://hh.ru/vacancy/131685556,Опыт разработки программного обеспечения для микроконтроллеров с написанием кода на C от 3 лет. -Знание фундаментальных структур данных и алгоритмов. -,"Участие в разработке отказоустойчивого ПО систем управления железнодорожного транспорта. -Участие в разработке ПО на основе микроконтроллеров GigaDevice, ST Microelectronics Документирование..."
126696250,С++ разработчик / микроконтроллеры,Galileosky,Пермь,,,,,,,2026-04-18T07:22:51+0300,https://hh.ru/vacancy/126696250,"...базе микроконтроллеров. Опыт программирования микроконтроллеров и знание С++. Общее понимание принципиальных схем и знакомство с современной элементной базой (микроконтроллеры, микросхемы...","Разработка как нативного кода для микроконтроллеров, так и модулей под FreeRTOS и Linux. Программирование микроконтроллеров на основе ядер Cortex-M..."
132231147,Программист микроконтроллеров,ЭКАН,Санкт-Петербург,150000,200000,RUR,,,,2026-04-17T11:08:20+0300,https://hh.ru/vacancy/132231147,...в области программирования микроконтроллеров. Умение разрабатывать надежный код на C/C++. Опыт работы с инструментами отладки и тестирования ПО микроконтроллеров.,Поддержка ПО микроконтроллеров avr8. Участие в проектировании архитектуры системы и выборе технических решений. Взаимодействие с командой инженеров и разработчиков...
131966403,Программист микроконтроллеров (Embedded-программист),Сорб групп,Москва,,,,,,,2026-04-17T18:45:50+0300,https://hh.ru/vacancy/131966403,Опыт программирования микроконтроллеров от 6 лет. Знание микроконтроллера STM32. Знание архитектуры ядра и памяти. Уверенное владение Linux. ,Проектирование и сопровождение встроенного программного обеспечения. Участие в разработке принципиальных электрических схем устройств. Участие в отладке и сопровождении устройств. 
131625180,Инженер-программист микроконтроллеров,Компания современные технологии,Москва,200000,,RUR,,,,2026-04-17T18:08:02+0300,https://hh.ru/vacancy/131625180,Навыки программирования на Python/Linux. Опыт разработки ПО для микроконтроллеров. Опыт работы с проектами с открытым исходным кодом. ,"...С++ для современных микроконтроллеров с ядрами ARM. Проектирование, реализация и отладка системных программных модулей встроенного ПО для микроконтроллеров. "
131630449,Инженер-программист,Балан Алена Дмитриевна,Екатеринбург,200000,350000,RUR,,,,2026-04-18T10:35:47+0300,https://hh.ru/vacancy/131630449,"Базовое знание архитектуры микроконтроллеров (ARM Cortex-M, STM32, Artery, Gigadevice и д.р.). Работа с периферией микроконтроллера (GPIO, UART...",Разработка и отладка программного обеспечения для микроконтроллера (С/С++). Сопровождение для проверки базовой функциональности прошивки. Поиск и исправление ошибок в...
130697948,Программист микроконтроллеров (Embedded-программист),Специальные технологии контроля,Москва,,,,,,,2026-04-17T09:32:29+0300,https://hh.ru/vacancy/130697948,"Знание и опыт работы с системами контроля версий (Git). Знание и опыт работы с микроконтроллерами ESP, Arduino, STM32. ","Низкоуровневая разработка (прошивки, микроконтроллеры ESP32; STM32; кастомизация прошивок для полётных контроллеров). Работа с протоколами и связью (анализ и..."
130091003,Программист микроконтроллеров,Информтехника,Москва,,,,,,,2026-04-16T17:21:08+0300,https://hh.ru/vacancy/130091003,"Уверенное владение C/С++ для встраиваемых систем. Глубокое понимание принципов работы микроконтроллеров и их отладки. Опыт работы с Milandr, STM...","Разработка функционала микроконтроллеров Миландр, STM32 (Cortex-M). Сопровождение ранее написанного функционала. Документирование написанных алгоритмов."
132212993,Программист микроконтроллеров,ДЕФАН,Москва,220000,,RUR,,,,2026-04-16T16:49:56+0300,https://hh.ru/vacancy/132212993,"Опыт программирования микроконтроллеров STM32 (GD32, RISCV). Знание C/C++. Знание архитектуры ARM. Навык чтения электрических принципиальных схем. ",Разработка алгоритмов ПО. 2. Разработка ПО под микроконтроллеры STM32. 3. Разработка протоколов информационного взаимодействия. 4. Написание прикладного встраиваемого ПО. 
128529738,Инженер-программист микроконтроллеров (С) (Офис),НЭК ТЕХ,Санкт-Петербург,,,,,,,2026-04-17T14:06:48+0300,https://hh.ru/vacancy/128529738,"Высшее техническое образование. Опыт разработки ПО для микроконтроллеров и микропроцессоров на С. Чтение электрических схем, знание основ электроники и схемотехники. ","Разработка ПО для микроконтроллеров на C. Взаимодействие с периферийными устройствами. Написание Unit тестов (Ceedling, googletest). Разработка и внедрение новых устройств..."
131658135,Ведущий инженер-программист микроконтроллеров (Ковров),"Технические системы-сервис, качество и надежность",Ковров,160000,,RUR,,,,2026-04-17T11:37:39+0300,https://hh.ru/vacancy/131658135,"Опыт работы: от 3 лет. Опыт разработки цифровых устройств на базе микроконтроллеров ARM и AVR. Программирование микроконтроллеров, знание структуры контроллера...","Разработка программного обеспечения микроконтроллеров. Отладка, оптимизация кода, пусконаладка. Взаимодействие со схемотехники по вопросам схемотехнических решений. Поддержка и доработка существующих разработок..."
131478840,Инженер-программист микроконтроллеров,СТАЛТ,Санкт-Петербург,,,,,,,2026-04-16T16:38:53+0300,https://hh.ru/vacancy/131478840,Знание языков программирования C(C++) и C#. Глубокое знание периферии микроконтроллеров. Знание протоколов MODBUS (RTU/TCP). Опыт работы с интерфейсами...,"Разработка программного обеспечения для устройств работающих на базе микроконтроллеров. Документирование разработанных программ, программных приложений и компилированных файлов в архиве предприятий..."
131496973,Программист,Рентген-Комплект,Москва,170000,,RUR,,,,2026-04-17T10:45:03+0300,https://hh.ru/vacancy/131496973,"Опыт работы с СУБД mysql/postgres. Базовый опыт с OpenCV. Программирование микроконтроллеров с ядром ARM Cortex - M0, M3...",Отладка и тестирование программных модулей. Участие в разработке ПО для микроконтроллеров. Изучение и адаптация чужих кодов. Отладка ПО. 
132203205,Программист микроконтроллеров (C++),"Протей, НТЦ",Санкт-Петербург,,300000,RUR,,,,2026-04-16T13:40:19+0300,https://hh.ru/vacancy/132203205,"Английский язык для свободного чтения технической документации. Опыт разработки программного обеспечения для микроконтроллеров. Знание базовых интерфейсов SPI, I2C...","Написание прошивок на C++ для микроконтроллеров на базе Cortex-M. Разработка библиотек под ПК для связи с железом, в основном..."
125005693,Программист микроконтроллеров (С++),ИРЗ,Ижевск,,,,,,,2026-04-16T08:36:10+0300,https://hh.ru/vacancy/125005693,"Опыт работы не менее 2 лет. Знание архитектур микроконтроллеров. Базовые познания в электронике/электротехнике, схемотехнике. Опыт тестирования аппаратно-программных комплексов.","Разработка и сопровождение ПО для микроконтроллеров на языках С/С++, python. Основной проект: ПО контроллера собственной разработки Scada. "
132153582,Программист микроконтроллеров,Специальный Технологический Центр (ООО СТЦ),Санкт-Петербург,,,,,,,2026-04-15T10:16:39+0300,https://hh.ru/vacancy/132153582,"Уверенное владение языками программирования С или С++. Знание архитектуры, практический опыт работы с микроконтроллерами ARM (STM32/GD32), знание...",Разработка встраиваемого программного обеспечения ВЧ/СВЧ радиоэлектронных устройств на С/С++ (ARM). Разработка программного обеспечения для автоматизированного тестирования и настройки...
129693838,Младший инженер-программист АСУ ТП,Роболайн,Москва,100000,,RUR,,,,2026-04-18T10:19:24+0300,https://hh.ru/vacancy/129693838,Опыт разработки и отладки проектов в сфере промышленной автоматизации или встраиваемых систем реального времени (в том числе в рамках учебных...,Участие в пусконаладочных работах на объектах заказчиков. Участие в разработке и отладке решений на базе микроконтроллеров и одноплатных компьютеров. 
131423905,Инженер-программист (микроконтроллеры STM32),НМ-Лайт,Москва,,,,,,,2026-04-16T15:08:12+0300,https://hh.ru/vacancy/131423905,Опыт разработки ПО для STM32/ESP32 от 1 года. Глубокие знания C/C++/Python для embedded-систем. ,"Разработка и поддержка программного обеспечения для микроконтроллеров STM32 и ESP32. Проектирование архитектуры embedded-систем, написание и оптимизация кода..."
131434069,Инженер-программист,Интелаб,Санкт-Петербург,300000,350000,RUR,,,,2026-04-17T14:04:24+0300,https://hh.ru/vacancy/131434069,,
131483378,Программист,Научно-Производственное Объединение Кайсант,Москва,,,,,,,2026-04-16T19:04:03+0300,https://hh.ru/vacancy/131483378,"Практический опыт работы с однокристальными микроконтроллерами (STM32, ESP и аналогичными платформами). Базовые навыки написания и тестирования встраиваемого ПО. ","Написание высокопроизводительного и надежного ПО на языках низкого уровня (C/C++), ориентированное на микроконтроллеры STM32, ESP и аналогичные устройства. "
131290938,Senior Software Engineer/Программист микроконтроллеров,НПК Морсвязьавтоматика,Санкт-Петербург,,,,,,,2026-04-16T10:50:57+0300,https://hh.ru/vacancy/131290938,"Образование высшее. Опыт работы инженером-программистом, программистом. Знание языков С, С++, владение C++ в рамках стандарта C++14/C++17. ","...преобразователи частоты, устройства контроля). Разработка и поддержка программного обеспечения для микроконтроллеров. Участие в функциональной отладке. Взаимодействие с разработчиками смежных подразделений."
131566983,Инженер-программист (микроконтроллеры STM32),Конструкторское бюро беспилотных систем,Москва,,,,,,,2026-04-16T10:48:02+0300,https://hh.ru/vacancy/131566983,"Опыт разработки ПО для STM32 (F4/F7/H7). Глубокое знание C/C++ для embedded-систем, опыт...","Приёмка этапов работ по договору НИОКР. Контроль соответствия результатов техническому заданию и критериям качества. Взаимодействие с командой исполнителя, согласование промежуточных..."
131455226,Инженер-программист,ОРТОРЕНТ,Подольск (Московская область),,,,,,,2026-04-17T12:06:02+0300,https://hh.ru/vacancy/131455226,Опыт работы с Docker. - Опыт кросплатформенной сборки. - Опыт работы с микроконтроллерами. - Знание на уровне написания одного из скриптовых языков. - ,"Разработка ПО на C++, Qt под Linux и Windows. - Участие в разработке систем управления для медицинского оборудования и приборов. - "
132159064,Инженер-программист микроконтроллеров,Калашников,Подольск (Московская область),,,,,,,2026-04-15T11:44:59+0300,https://hh.ru/vacancy/132159064,Знание устройства и функционала микроконтроллеров и микропроцессоров. Высшее техническое образование. Знание не менее одного языка программирования (С++) и сред разработки...,"Составление и написание алгоритмов работы, отечественных микроконтроллеров (Миландр), на основе составленных алгоритмов - разработка программ работы микроконтроллеров. Поиск схемотехнических решений для..."
131590943,"Инженер-программист микроконтроллеров (под C, middle, senior)",Лейкехман Юрий Михайлович,Нижний Новгород,130000,160000,RUR,,,,2026-04-16T20:29:46+0300,https://hh.ru/vacancy/131590943,Образование – высшее техническое. Опыт работы в программировании микроконтроллеров - от 1 года обязателен. Опыт самостоятельной разработки новых проектов. Знание языка С...,"Разработка ПО на языке С для микроконтроллеров под нужды проекта ZONT. - Разработка ПО для ПК (утилиты для настройки приборов, тестовые..."
132233289,Инженер-программист,ЭМЗ ФИРМА СЭЛМА,Симферополь,40000,40000,RUR,,,,2026-04-17T11:52:46+0300,https://hh.ru/vacancy/132233289,"Аналитическое и системное мышление, способность разбираться в сложных. - Ответственность и самостоятельность в выполнении задач. - Обучаемость, готовность осваивать новые технологии и...","Разработка и отладка встроенного ПО прошивок для микроконтроллеров. Управляющих процессами электродуговой сварки MMA, MIG-MAG, TIG. - Написание драйверов устройств и..."
130205482,Программист микроконтроллеров (Bare-metal) / Embedded Developer MCU,Байкал Электроникс,Зеленоград,,,,,,,2026-04-16T18:37:33+0300,https://hh.ru/vacancy/130205482,Уверенное программирование на чистом C. Понимание архитектуры современных SoC на примере любых микроконтроллеров. Опыт работы с периферией: I2C...,"Разработка программных bare-metal тестов. Отладка и тестирование, refactoring существующего кода. Тестирование аппаратуры SoC. Разработка программных модулей для автоматизации процессов..."
131308969,Программист микроконтроллеров,Миракс,Москва,250000,,RUR,,,,2026-04-14T09:54:14+0300,https://hh.ru/vacancy/131308969,Отличное знание языков программирования C. Глубокое понимание структуры и особенностей работы микроконтроллеров STM32 и Artery (AT32). ,...Российский разработчик и производитель газоаналитического оборудования для обеспечения промышленной и экологической безопасности. Разработка высококачественного и надежного программного обеспечения для микроконтроллеров...
132104500,Программист микроконтроллеров,Смоленское СКТБ СПУ,Смоленск,80000,,RUR,,,,2026-04-14T08:45:01+0300,https://hh.ru/vacancy/132104500,"...техники, микроэлектроники и программирования микроконтроллеров (C/C++). * опыт разработки и отладки встраиваемых систем на базе микроконтроллеров различных производителей. * ",разработка и отладка программного обеспечения для микроконтроллеров. * проектирование и оптимизация алгоритмов работы устройств на основе микроконтроллеров. * тестирование и верификация разработанного...
132250613,"Разработчик РЭА (силовая электроника, микроконтроллеры STM32)",Рубрукс,Москва,,,,,,,2026-04-17T18:05:12+0300,https://hh.ru/vacancy/132250613,"Опыт разработки устройств на микроконтроллерах (от 3 лет). — Глубокое понимание периферии: PWM, CAN, RS-485 (STM32, понимание специфики микроконтроллеров...",Диагностика и «оживление» новых плат — сопровождение отладки на стыке с программистами. — Анализ аппаратных проблем: если у программиста «что-то не...
