id,name,employer,city,salary_from,salary_to,currency,experience,employment,schedule,published_at,url,requirement,description
131685555,Project Manager (Construction),EXNESS Global Limited,Москва,,,,,,,2026-04-18T07:55:21+0300,https://hh.ru/vacancy/131685555,At least 5 years in Construction Projects Development and Management and relevant experience. Excellent knowledge of construction norms and rules. ,"Organize and control the projects assigned from the ground up to commissioning. Monitor key project parameters such as budget, timeline..."
131689495,Проджект-маркетолог / Marketing Project Manager,ФармХаб,Москва,80000,150000,RUR,,,,2026-04-18T09:29:37+0300,https://hh.ru/vacancy/131689495,"Опыт работы в маркетинге от 6 месяцев. — Навыки SMM и понимание, как адаптировать контент под разные площадки. — Опыт координации подрядчиков...","Готовить контент-планы и реализовывать их под разные каналы. — Подготавливать тексты, ставить задачи по визуалам и собирать контент вместе с..."
132247696,Project manager,Innovative People,Москва,,,,,,,2026-04-17T16:30:49+0300,https://hh.ru/vacancy/132247696,Опыт работы в создании и развитии технически сложных продуктов от 3 лет - важен опыт с высоконагруженными системами на Java или...,"Лидировать и контролировать процессы разработки, взаимодействовать со смежными подразделениями. Управлять бэклогом продукта, приоритизировать задачи. Организовывать работу команды (7-8 чел). "
131691958,"Project Manager (Lead PM), CPA-сети",Трафик - агентство СОДА,Москва,200000,300000,RUR,,,,2026-04-18T10:13:13+0300,https://hh.ru/vacancy/131691958,"6+ лет в CPA/affiliate/performance. Опыт, где вы лично отвечали за рост цифры (бюджет/прибыль/оборот), а не...","Соберете план роста до 25 млн и будете вести его как основной проект года. Найдете узкие места, которые сейчас ограничивают..."
132242696,Project Manager,ICVR,Москва,,3000,USD,,,,2026-04-17T15:01:52+0300,https://hh.ru/vacancy/132242696,"Опыт работы с креативными, арт- и dev-командами. Понимание полного цикла управления проектами: от оценки до релиза. Умение соблюдать сроки...","Управление командами, планирование сроков, границ и поставки продуктов. Координация спринтов, проведение Scrum-мероприятий, коучинг по Agile-практикам. Трансформация требований в..."
131688907,Менеджер проектов / Project Manager (IT Digital),W2W Group,Москва,140000,170000,RUR,,,,2026-04-18T09:21:01+0300,https://hh.ru/vacancy/131688907,Опыт работы менеджером проектов в digital/IT сфере от 2 лет. Понимание и грамотное ведение документов и операционных задач (ведение...,Ведение проектов полного цикла. Мы даем прозрачные регламенты на каждом этапе: от пресейла до поддержки. Обработка входящих брифов совместно с...
131857745,Руководитель проектов (Телеком),Теленет Солюшн,Москва,130000,,RUR,,,,2026-04-18T10:22:28+0300,https://hh.ru/vacancy/131857745,Опыт 5+ лет в телеком на позиции с аналогичными должностными обязанностями. Умение читать техническую документацию и схемы. ,"Организовывать/согласовывать доступа на объекты. Взаимодействовать с собственниками площадок, БЦ, ТЦ, управляющими компаниями. Осуществлять контроль наличия разрешительной документации. "
131975825,Руководитель проектов строительства,Торговые решения,Москва,,,,,,,2026-04-18T09:31:43+0300,https://hh.ru/vacancy/131975825,"Высшее техническое или инженерное образование. Опыт от 5 лет в управлении эксплуатацией коммерческой недвижимости, проектами реконструкции, АТС. Знание документооборота, тендерного...",Контроль строительных проектов по реконструкции и возведению новых павильонов в метрополитене. Личный ежедневный выезд на объекты реконструкции и строительства в...
131527480,Помощник менеджера проектов,Mortex Premium,Москва,80000,,RUR,,,,2026-04-18T09:05:08+0300,https://hh.ru/vacancy/131527480,"Отлично знаете 1С, офисное ПО (Word, Excel, Outlook), умеете работать с CRM-системами. Умеете работать в режиме многозадачности с...",Выполнение заданий менеджера проектов. Знание номенклатурной линейки продуктов. Оформление счетов для клиентов 1С и контроль поступления оплат. 
131067351,Руководитель проектов (Коиново),3Д Платформа,Москва,150000,,RUR,,,,2026-04-18T08:30:24+0300,https://hh.ru/vacancy/131067351,"Насмотренность и регулярная работа с современными международными приложениями. Понимание жизненного цикла ПО на глубоком техническом уровне. Навыки планирования, организации и...","Организовывать работу проектных команд: ставить задачи, контролировать сроки и качество. Взаимодействовать с разработчиками, дизайнерами и экспертами. Планировать ресурсы и управлять..."
131857634,Менеджер проектов/Инженер проектных продаж/Руководитель проектов,St Michael,Москва,150000,,RUR,,,,2026-04-18T10:20:53+0300,https://hh.ru/vacancy/131857634,"Высшее образование - ПГС, либо курсы повышения квалификации в этом направлении. Наличие опыта проектных продаж. Работа в секторе B2C...","Продажа и сопровождение проектов ""под ключ"" в геополимерной технологии (усиления грунтов, выравнивание конструкций Georesin). Сопровождение клиентов входящего потока. "
132250455,Project Manager Middle+,Амига,Москва,,,,,,,2026-04-17T17:58:44+0300,https://hh.ru/vacancy/132250455,У тебя есть опыт управления командой разработки от 5 человек. — Ты понимаешь техническую сторону: можешь на одном языке говорить с...,"Мы растем и ищем PM уровня Middle+, который готов драйвить процессы и управлять как новыми, так и текущими проектами. "
131375051,Менеджер проектов / Финансовый аналитик,Банк ПСБ,Москва,,,,От 3 до 6 лет,Не указана,Не указан,2026-04-18T11:16:25+0300,https://hh.ru/vacancy/131375051,,"Ключевые задачи: участие в структурировании отдельных финансовых/инвестиционных проектов Банка, разработка операционных и финансовых предложений и мер, направленных на минимизацию рисков реализации таких проектов разработка и и внедрение методологии управления проектными циклами в соответствии со стандартами проектной деятельности координация взаимодействия между всеми подразделениями банка, участвующими в реализации проекта визуализация проектных данных - подготовка графиков, таблиц и презентаций по проекту сбор информации, выгрузка отчетов, составление запросов к базам данных поиск решений, которые будут использоваться для развития проекта Что важно для нас: высшее образование по направлениями: финансы, экономика, менеджмент, управление проектами. Приоритетные направления: МВА от ведущих российских или международных бизнес-школ опыт работы в крупных компаниях от трех лет наличие сертификатов в области управления проектами будет являться преимуществом опыт структурирования и управления финансовыми/инвестиционными проектами (отдельными стадиями/циклами) проектов обязателен продвинутый пользователь Word, Excel, Power Point, свободное владение различными инструментами управления проектной деятельностью, способность оперативно освоить имеющиеся в банке автоматизированные системы и базы данных грамотная устная и письменная речь, навыки ведения деловой переписки и переговоров Что предлагаем : официальное оформление в соответствии с ТК РФ график работы 5/2 с 9:00 до 18:00, пт. с 09:00 до 16:45 конкурентный уровень дохода доплата к отпуску и больничному листу «Кафетерий льгот»: ДМС для работника и членов семьи, возмещение затрат на отдых, спортивные услуги, покупки на маркетплейсе «ПСБ Маркет» дополнительные льготы при заключении брака и рождении детей материальная поддержка в сложных жизненных ситуациях возможность профессионального развития и прохождения внутреннего и внешнего профессионального обучения корпоративная паритетная пенсионная программа"
131681398,Руководитель проектов / Project manager,ВойсЛинк,Москва,,,,,,,2026-04-17T22:40:01+0300,https://hh.ru/vacancy/131681398,"Опыт управления внедрением систем ""Умного города"", (ИТС, АСУДД, Интеллектуального видеонаблюдения, ""Безопасного города"" (ФВФ, АС ВГК), системы 112. -Знание основ 44...","отвечать за создание Интеллектуальной Транспортной Сети с момента зарождения идеи до сдачи Заказчику готовой, работающей системы и дальнейшего ее развития. -"
131979042,"Руководитель проекта (Zanzibar, девелопмент)",Elyon Holdings,Москва,4500,,USD,,,,2026-04-18T10:29:53+0300,https://hh.ru/vacancy/131979042,Опыт запуска крупных девелоперских проектов (обязательно). Бэкграунд в коммерческой недвижимости: Опыт работы с продуктом и его упаковкой (вывод на рынок). ,"Управление проектом в целом (включая beach club и коммерческую инфраструктуру). Формирование и удержание концепции проекта (продукт, атмосфера, позиционирование). "
132132051,IT Project Manager,YouGile,Москва,,220000,RUR,,,,2026-04-17T16:04:07+0300,https://hh.ru/vacancy/132132051,Они работают как два напарника. Опыт работы в качестве Project/Delivery Manager'a от 2–4 лет в IT-продукте. ,
131236468,Руководитель проектов по продажам,Нео-Терм,Москва,200000,,RUR,,,,2026-04-18T08:47:08+0300,https://hh.ru/vacancy/131236468,"Специализация: Уважительное отношение к интересам заказчика, уникальные знания, накопленный̆ опыт, навыки, современные подходы к решению поставленных задач, новейшая производственная база...","Проектирование, производство, установка Котельных, Котлов, Тепловых пунктов, Насосных станций, Шкафов автоматизации и другого оборудования для инженерных систем. Консультации, выработка технических..."
131804863,Бизнес-ассистент собственника / Project Manager по маркетплейсам [Wildberries / Ozon],Бьюти корп,Москва,150000,300000,RUR,,,,2026-04-18T08:47:55+0300,https://hh.ru/vacancy/131804863,Обязательный опыт работы с Wildberries или Ozon. Опыт ведения проектов / запусков от идеи до результата. Опыт координации подрядчиков и нескольких...,"Держит в системе задачи собственника. Управляет исполнением. Ускоряет движение задач, запусков и решений. Влияет на выручку и прибыль через скорость..."
132236894,IT Project Manager,М.Видео-Эльдорадо,посёлок городского типа Новоивановское,,,,Более 6 лет,Не указана,Не указан,2026-04-17T13:09:06+0300,https://hh.ru/vacancy/132236894,,"«М.ТЕХ» - АККРЕДИТОВАННАЯ ИТ-КОМПАНИЯ В ГРУППЕ «М.ВИДЕО-ЭЛЬДОРАДО». КОМАНДА «М.ТЕХ» разрабатывает более 100 инновационных ИТ продуктов на основе современной микросервисной и облачной инфраструктуры, больших данных, биометрии, ИИ и машинного обучения для улучшения качества жизни десятков тысяч сотрудников и миллионов покупателей по всей России. МЫ В ПОИСКЕ ПРОЕКТНОГО МЕНЕДЖЕРА С НАМИ ТЫ БУДЕШЬ: Выявлять и фиксировать цели и скоупа проекта, вести разработку паспорта проекта, инициация проекта; Формировать структуры работ, оценку работ, разработку и оптимизацию календарного плана проекта; Формировать ресурсный план, вести переговоры с владельцами ресурсов, подбирать сотрудников в команду; Управлять требованиями, ограничениями и допущениями; Проводить статус-митингов, подготавливать отчеты о статусе проекта, мониторить и контролировать проект; Вводить в эксплуатацию, развивать проект, сдавать результаты проекта заказчикам, вести ретроспектива проекта; Участвовать в проработке архитектурных решений; Готовиться к участию в проведении аналитики и тестирования. ДЛЯ НАС ЦЕННО: Опыт работы руководителем IT-проектов от 3 лет; Экспертные знания области управления проектами, классических методологий; Навыки декомпозиции целей, задач, эффективной приоритизации задач Лидерские и организаторские навыки, навыки ведения переговоров и решения конфликтных ситуаций; Навыки выстраивания эффективных коммуникаций внутри и между командами; Навыки самостоятельной работы с технической документацией по проекту. БУДЕТ ПЛЮСОМ: Опыт участия в разработке информационных систем в качестве системного аналитика/разработчика; Навыки работы с P&amp;L и бюджетами проектов. КОГДА ТЫ С НАМИ: Мы предоставляем продукты, признанные на рынке (несколько премий за Лучший Интранет, хит-парад премий за лучшее ИТ-решение в ритейле) и имеющие амбициозные планы на развитие; Получаешь скидки и специальные предложения компаний-партнёров; Получаешь подписку М.Комбо – пакет привилегий: ежемесячные бонусные рубли, бесплатная доставка, скидки на установку/ремонт, приоритетную поддержку; Ведем конструктивный диалог и даем возможность внедрять свои идеи, если они способствуют достижению общего результата; У тебя будет команда увлеченных профессионалов, которая открыта к поиску нового; Мы предлагаем конкурентную заработную плату, гибкое отношение к рабочему месту (посещение офиса в Москве на гибриде (Сколково, БЦ Орбион), но ты можешь работать удаленно из любой точки РФ); Предоставляем ДМС со стоматологией."
